id1,id2,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14
1,1,-9.4,-1.145903,-0.391777,0.0,0.0,0.75,3.5,4.0,0.002211582818147439,-0.007299719435663024,0.011180558917197754,-0.06881671249906902,0.1977645394793247,-0.163681839510065
1,6,-9.235812,-1.372683,-0.408433,0.0,0.0,1.1,3.5,4.0,0.0035280383172431023,-0.011759521136755663,0.018157223693732495,-0.10895790025970731,0.3120065277107721,-0.25818413189626377
1,7,-12.63103,-1.585597,-0.250969,0.0,0.0,1.0,3.5,4.0,0.003955893645246603,-0.01123648645749155,0.014965487360891214,-0.13658874080527827,0.4098651899104201,-0.33990412881488313
1,8,-12.189103,-1.800097,-0.325933,0.0,0.0,1.0,3.5,4.0,0.0014483594889239738,-0.004967528337450866,0.008046651809552623,-0.04492798987241285,0.12624428545952973,-0.10401687615218239
6,1,-9.235812,-1.372683,-0.408433,0.0,0.0,1.1,3.5,4.0,0.0035280383172431023,-0.011759521136755663,0.018157223693732495,-0.10895790025970731,0.3120065277107721,-0.25818413189626377
6,6,-9.197237,-1.60705,-0.535057,0.0,0.0,1.4,3.5,4.0,0.0032328008864339133,-0.012460150188892837,0.02228277965383616,-0.09327714430430195,0.2458159565010316,-0.2008727983591445
6,7,-7.409712,-1.940942,-0.219762,0.0,0.0,1.5,3.5,4.0,0.008557629968531079,-0.024132430934957955,0.032145965078991715,-0.2983078455174457,0.8951071935580506,-0.7418759897119191
6,8,-13.986685,-1.931973,-0.432011,0.0,0.0,1.2,3.5,4.0,0.001195876260412187,-0.0046869064624871885,0.008667885510249222,-0.035191658794777765,0.0910629150227355,-0.07397981588174866
7,1,-12.63103,-1.585597,-0.250969,0.0,0.0,1.0,3.5,4.0,0.003955893645246603,-0.01123648645749155,0.014965487360891214,-0.13658874080527827,0.4098651899104201,-0.33990412881488313
7,6,-7.409712,-1.940942,-0.219762,0.0,0.0,1.5,3.5,4.0,0.008557629968531079,-0.024132430934957955,0.032145965078991715,-0.2983078455174457,0.8951071935580506,-0.7418759897119191
7,7,-7.165811,-2.348869,-0.541905,0.0,0.0,1.5,3.5,4.0,0.0010433088811189822,-0.00471209308517619,0.010075683993864382,-0.03082858040847629,0.0697283819436521,-0.054740309037302495
7,8,-9.360078,-1.293118,-0.379415,0.0,0.0,1.2,3.5,4.0,0.006865291698414574,-0.020859687659338697,0.02908552444809678,-0.2231039787376179,0.6616762907989826,-0.5495551940321151
8,1,-12.189103,-1.800097,-0.325933,0.0,0.0,1.0,3.5,4.0,0.0014483594889239738,-0.004967528337450866,0.008046651809552623,-0.04492798987241285,0.12624428545952973,-0.10401687615218239
8,6,-13.986685,-1.931973,-0.432011,0.0,0.0,1.2,3.5,4.0,0.001195876260412187,-0.0046869064624871885,0.008667885510249222,-0.035191658794777765,0.0910629150227355,-0.07397981588174866
8,7,-9.360078,-1.293118,-0.379415,0.0,0.0,1.2,3.5,4.0,0.006865291698414574,-0.020859687659338697,0.02908552444809678,-0.2231039787376179,0.6616762907989826,-0.5495551940321151
8,8,-4.526526,-2.487174,-0.201464,0.0,0.0,1.2,3.5,4.0,0.0011292012439103995,-0.003854989611876162,0.00635279730954522,-0.0359331326850754,0.10052253109296416,-0.08258951593710269
28,28, -4.7361, -2.7323,  3.3137, -1.4388,  0.1807,  0.5069,  4.0000,  5.0000, 0.0294, -0.0422,  0.0734, -0.2608,  0.3232, -0.1230
